YEAR,MO,DY,HR,TEMPERATURE
2021,9,7,15,22.58
2021,9,7,16,21.76
2021,9,7,17,19.97
2021,9,7,18,16.17
2021,9,7,19,14.74
2021,9,7,20,14.11
2021,9,7,21,13.27
2021,9,7,22,12.3
2021,9,7,23,11.36
2021,9,8,0,10.5
2021,9,8,1,9.82
2021,9,8,2,9.26
2021,9,8,3,8.72
2021,9,8,4,8.26
2021,9,8,5,7.9
2021,9,8,6,9.91
2021,9,8,7,12.55
2021,9,8,8,16.36
2021,9,8,9,19.1
2021,9,8,10,20.91
2021,9,8,11,22.14
2021,9,8,12,22.94
2021,9,8,13,23.38
2021,9,8,14,23.49
2021,9,8,15,23.19
2021,9,8,16,22.43
2021,9,8,17,20.66
2021,9,8,18,16.87
2021,9,8,19,15.09
2021,9,8,20,14.12
2021,9,8,21,13.26
2021,9,8,22,12.44
2021,9,8,23,11.64
2021,9,9,0,10.88
2021,9,9,1,10.23
2021,9,9,2,9.76
2021,9,9,3,9.58
2021,9,9,4,9.68
2021,9,9,5,9.99
2021,9,9,6,11.19
2021,9,9,7,14.08
2021,9,9,8,17.3
2021,9,9,9,20.4
2021,9,9,10,21.83
2021,9,9,11,22.94
2021,9,9,12,23.83
2021,9,9,13,24.44
2021,9,9,14,24.72
2021,9,9,15,24.53
2021,9,9,16,23.79
2021,9,9,17,21.55
2021,9,9,18,18.24
2021,9,9,19,16.91
2021,9,9,20,15.96
2021,9,9,21,15.15
2021,9,9,22,14.55
2021,9,9,23,14.08
2021,9,10,0,13.65
2021,9,10,1,13.25
2021,9,10,2,13.09
2021,9,10,3,12.69
2021,9,10,4,11.97
2021,9,10,5,11.63
2021,9,10,6,12.6
2021,9,10,7,14.16
2021,9,10,8,16.48
2021,9,10,9,20.65
2021,9,10,10,23.13
2021,9,10,11,24.31
2021,9,10,12,25.17
2021,9,10,13,25.7
2021,9,10,14,25.86
2021,9,10,15,25.63
2021,9,10,16,24.94
2021,9,10,17,22.92
2021,9,10,18,19.75
2021,9,10,19,17.46
2021,9,10,20,16.01
2021,9,10,21,14.92
2021,9,10,22,14.09
2021,9,10,23,13.95
2021,9,11,0,14.16
2021,9,11,1,13.67
2021,9,11,2,12.35
2021,9,11,3,11.18
2021,9,11,4,10.4
2021,9,11,5,9.85
2021,9,11,6,11.18
2021,9,11,7,13.8
2021,9,11,8,16.33
2021,9,11,9,20.19
2021,9,11,10,23.45
2021,9,11,11,24.87
2021,9,11,12,25.76
2021,9,11,13,26.23
2021,9,11,14,26.29
2021,9,11,15,25.93
2021,9,11,16,24.96
2021,9,11,17,22.4
2021,9,11,18,19.21
2021,9,11,19,17.9
2021,9,11,20,17.05
2021,9,11,21,16.25
2021,9,11,22,15.43
2021,9,11,23,14.55
2021,9,12,0,13.68
2021,9,12,1,13.06
2021,9,12,2,12.69
2021,9,12,3,12.44
2021,9,12,4,12.13
2021,9,12,5,11.68
2021,9,12,6,12.28
2021,9,12,7,14.08
2021,9,12,8,17.19
2021,9,12,9,20.54
2021,9,12,10,23.6
2021,9,12,11,25.18
2021,9,12,12,26.06
2021,9,12,13,26.51
2021,9,12,14,26.53
2021,9,12,15,26.16
2021,9,12,16,25.3
2021,9,12,17,23.1
2021,9,12,18,19.71
2021,9,12,19,18.3
2021,9,12,20,17.49
2021,9,12,21,16.87
2021,9,12,22,16.5
2021,9,12,23,16.28
2021,9,13,0,15.93
2021,9,13,1,15.3
2021,9,13,2,14.45
2021,9,13,3,13.76
2021,9,13,4,13.28
2021,9,13,5,12.86
2021,9,13,6,13.55
2021,9,13,7,15.3
2021,9,13,8,17.64
2021,9,13,9,21.09
2021,9,13,10,23.7
2021,9,13,11,25.15
2021,9,13,12,26.08
2021,9,13,13,26.62
2021,9,13,14,26.79
2021,9,13,15,26.54
2021,9,13,16,25.74
2021,9,13,17,23.44
2021,9,13,18,20.1
2021,9,13,19,18.84
2021,9,13,20,18.04
2021,9,13,21,17.35
2021,9,13,22,16.72
2021,9,13,23,16.07
2021,9,14,0,15.37
2021,9,14,1,14.82
2021,9,14,2,14.44
2021,9,14,3,14.12
2021,9,14,4,13.78
2021,9,14,5,13.58
2021,9,14,6,14.94
2021,9,14,7,17.03
2021,9,14,8,19.19
2021,9,14,9,20.62
2021,9,14,10,21.37
2021,9,14,11,21.84
2021,9,14,12,22.16
2021,9,14,13,22.5
2021,9,14,14,23.0
2021,9,14,15,23.22
2021,9,14,16,22.94
2021,9,14,17,21.44
2021,9,14,18,18.88
2021,9,14,19,17.87
2021,9,14,20,17.15
2021,9,14,21,16.5
2021,9,14,22,15.94
2021,9,14,23,15.47
2021,9,15,0,15.05
2021,9,15,1,14.67
2021,9,15,2,14.33
2021,9,15,3,14.07
2021,9,15,4,13.88
2021,9,15,5,13.73
2021,9,15,6,14.3
2021,9,15,7,15.69
2021,9,15,8,18.6
2021,9,15,9,21.02
2021,9,15,10,22.46
2021,9,15,11,23.61
2021,9,15,12,24.38
2021,9,15,13,24.64
2021,9,15,14,24.83
2021,9,15,15,24.65
2021,9,15,16,24.08
2021,9,15,17,22.89
2021,9,15,18,20.18
2021,9,15,19,18.79
2021,9,15,20,18.13
2021,9,15,21,17.95
2021,9,15,22,17.83
2021,9,15,23,17.62
2021,9,16,0,17.15
2021,9,16,1,16.66
2021,9,16,2,16.16
2021,9,16,3,15.44
2021,9,16,4,14.72
2021,9,16,5,13.97
2021,9,16,6,14.78
2021,9,16,7,17.19
2021,9,16,8,20.58
2021,9,16,9,23.08
2021,9,16,10,24.72
2021,9,16,11,25.9
2021,9,16,12,26.69
2021,9,16,13,27.03
2021,9,16,14,27.04
2021,9,16,15,26.75
2021,9,16,16,26.01
2021,9,16,17,24.03
2021,9,16,18,20.73
2021,9,16,19,19.88
2021,9,16,20,19.55
2021,9,16,21,19.52
2021,9,16,22,19.08
2021,9,16,23,18.2
2021,9,17,0,17.52
2021,9,17,1,17.19
2021,9,17,2,16.73
2021,9,17,3,16.04
2021,9,17,4,15.43
2021,9,17,5,15.08
2021,9,17,6,15.71
2021,9,17,7,17.37
2021,9,17,8,18.94
2021,9,17,9,20.38
2021,9,17,10,21.94
2021,9,17,11,22.94
2021,9,17,12,23.05
2021,9,17,13,22.73
2021,9,17,14,22.35
2021,9,17,15,22.14
2021,9,17,16,22.26
2021,9,17,17,21.76
2021,9,17,18,20.0
2021,9,17,19,19.34
2021,9,17,20,18.9
2021,9,17,21,18.58
2021,9,17,22,18.55
2021,9,17,23,18.82
2021,9,18,0,18.26
2021,9,18,1,17.66
2021,9,18,2,17.39
2021,9,18,3,16.94
2021,9,18,4,16.28
2021,9,18,5,16.0
2021,9,18,6,16.46
2021,9,18,7,17.51
2021,9,18,8,18.26
2021,9,18,9,18.85
2021,9,18,10,19.57
2021,9,18,11,20.3
2021,9,18,12,21.05
2021,9,18,13,21.68
2021,9,18,14,21.3
2021,9,18,15,20.68
2021,9,18,16,20.19
2021,9,18,17,19.41
2021,9,18,18,18.3
2021,9,18,19,17.67
2021,9,18,20,17.0
2021,9,18,21,16.52
2021,9,18,22,15.92
2021,9,18,23,15.17
2021,9,19,0,14.33
2021,9,19,1,13.58
2021,9,19,2,12.64
2021,9,19,3,11.66
2021,9,19,4,11.08
2021,9,19,5,10.73
2021,9,19,6,11.55
2021,9,19,7,13.37
2021,9,19,8,16.42
2021,9,19,9,19.56
2021,9,19,10,20.92
2021,9,19,11,21.68
2021,9,19,12,21.87
2021,9,19,13,21.66
2021,9,19,14,21.24
2021,9,19,15,20.45
2021,9,19,16,19.12
2021,9,19,17,16.7
2021,9,19,18,13.58
2021,9,19,19,11.21
2021,9,19,20,10.41
2021,9,19,21,9.94
2021,9,19,22,9.29
2021,9,19,23,8.79
2021,9,20,0,8.58
2021,9,20,1,8.37
2021,9,20,2,8.08
2021,9,20,3,7.61
2021,9,20,4,7.25
2021,9,20,5,7.01
2021,9,20,6,7.69
2021,9,20,7,10.13
2021,9,20,8,12.14
2021,9,20,9,14.01
2021,9,20,10,15.71
2021,9,20,11,16.9
2021,9,20,12,17.64
2021,9,20,13,18.11
2021,9,20,14,18.31
2021,9,20,15,18.08
2021,9,20,16,16.99
2021,9,20,17,14.9
2021,9,20,18,12.56
2021,9,20,19,11.08
2021,9,20,20,10.14
2021,9,20,21,9.44
2021,9,20,22,8.99
2021,9,20,23,8.75
2021,9,21,0,8.3
2021,9,21,1,7.54
2021,9,21,2,6.54
2021,9,21,3,5.92
2021,9,21,4,5.53
2021,9,21,5,5.33
2021,9,21,6,5.58
2021,9,21,7,7.25
2021,9,21,8,9.39
2021,9,21,9,10.98
2021,9,21,10,12.31
2021,9,21,11,13.36
2021,9,21,12,14.38
2021,9,21,13,15.36
2021,9,21,14,16.09
2021,9,21,15,16.26
2021,9,21,16,15.58
2021,9,21,17,13.68
2021,9,21,18,11.16
2021,9,21,19,9.83
2021,9,21,20,8.82
2021,9,21,21,7.71
2021,9,21,22,6.83
2021,9,21,23,6.12
2021,9,22,0,6.03
2021,9,22,1,6.43
2021,9,22,2,6.48
2021,9,22,3,6.44
2021,9,22,4,6.81
2021,9,22,5,7.25
2021,9,22,6,7.47
2021,9,22,7,9.07
2021,9,22,8,10.9
2021,9,22,9,12.32
2021,9,22,10,12.72
2021,9,22,11,12.9
2021,9,22,12,12.92
2021,9,22,13,13.05
2021,9,22,14,12.93
2021,9,22,15,12.57
2021,9,22,16,11.98
2021,9,22,17,10.88
2021,9,22,18,9.6
2021,9,22,19,9.2
2021,9,22,20,8.84
2021,9,22,21,8.46
2021,9,22,22,7.83
2021,9,22,23,7.36
2021,9,23,0,7.23
2021,9,23,1,7.26
2021,9,23,2,7.1
2021,9,23,3,6.92
2021,9,23,4,6.67
2021,9,23,5,6.31
2021,9,23,6,6.27
2021,9,23,7,7.13
2021,9,23,8,8.69
2021,9,23,9,10.26
2021,9,23,10,11.79
2021,9,23,11,13.26
2021,9,23,12,13.78
2021,9,23,13,13.97
2021,9,23,14,14.3
2021,9,23,15,14.18
2021,9,23,16,13.55
2021,9,23,17,11.95
2021,9,23,18,9.78
2021,9,23,19,10.33
2021,9,23,20,9.5
2021,9,23,21,8.64
2021,9,23,22,8.62
2021,9,23,23,7.94
2021,9,24,0,7.61
2021,9,24,1,8.0
2021,9,24,2,8.0
2021,9,24,3,7.92
2021,9,24,4,7.7
2021,9,24,5,7.26
2021,9,24,6,7.49
2021,9,24,7,9.27
2021,9,24,8,10.06
2021,9,24,9,11.12
2021,9,24,10,12.41
2021,9,24,11,13.06
2021,9,24,12,13.4
2021,9,24,13,14.21
2021,9,24,14,15.29
2021,9,24,15,16.1
2021,9,24,16,16.27
2021,9,24,17,14.33
2021,9,24,18,11.45
2021,9,24,19,11.15
2021,9,24,20,11.21
2021,9,24,21,11.33
2021,9,24,22,10.9
2021,9,24,23,10.33
2021,9,25,0,9.65
2021,9,25,1,8.65
2021,9,25,2,8.01
2021,9,25,3,7.56
2021,9,25,4,7.16
2021,9,25,5,6.67
2021,9,25,6,6.98
2021,9,25,7,9.59
2021,9,25,8,13.35
2021,9,25,9,15.87
2021,9,25,10,17.51
2021,9,25,11,18.93
2021,9,25,12,20.12
2021,9,25,13,21.03
2021,9,25,14,21.56
2021,9,25,15,21.62
2021,9,25,16,21.08
2021,9,25,17,18.86
2021,9,25,18,17.4
2021,9,25,19,16.62
2021,9,25,20,15.35
2021,9,25,21,14.01
2021,9,25,22,12.67
2021,9,25,23,11.61
2021,9,26,0,10.8
2021,9,26,1,10.16
2021,9,26,2,9.78
2021,9,26,3,9.68
2021,9,26,4,9.98
2021,9,26,5,10.44
2021,9,26,6,11.13
2021,9,26,7,13.24
2021,9,26,8,15.21
2021,9,26,9,18.56
2021,9,26,10,21.38
2021,9,26,11,22.56
2021,9,26,12,22.92
2021,9,26,13,23.18
2021,9,26,14,23.39
2021,9,26,15,23.09
2021,9,26,16,22.09
2021,9,26,17,19.13
2021,9,26,18,16.02
2021,9,26,19,15.07
2021,9,26,20,14.53
2021,9,26,21,14.22
2021,9,26,22,13.56
2021,9,26,23,12.94
2021,9,27,0,12.93
2021,9,27,1,13.05
2021,9,27,2,13.01
2021,9,27,3,12.76
2021,9,27,4,12.48
2021,9,27,5,12.16
2021,9,27,6,11.74
2021,9,27,7,12.12
2021,9,27,8,14.06
2021,9,27,9,16.58
2021,9,27,10,18.38
2021,9,27,11,19.72
2021,9,27,12,20.57
2021,9,27,13,21.0
2021,9,27,14,21.0
2021,9,27,15,20.61
2021,9,27,16,19.76
2021,9,27,17,17.51
2021,9,27,18,14.7
2021,9,27,19,13.97
2021,9,27,20,12.9
2021,9,27,21,12.02
2021,9,27,22,11.43
2021,9,27,23,11.24
2021,9,28,0,11.05
2021,9,28,1,10.76
2021,9,28,2,10.4
2021,9,28,3,9.91
2021,9,28,4,9.4
2021,9,28,5,8.9
2021,9,28,6,8.62
2021,9,28,7,9.26
2021,9,28,8,11.23
2021,9,28,9,12.9
2021,9,28,10,14.04
2021,9,28,11,15.1
2021,9,28,12,15.96
2021,9,28,13,16.48
2021,9,28,14,16.65
2021,9,28,15,16.44
2021,9,28,16,15.9
2021,9,28,17,14.67
2021,9,28,18,13.59
2021,9,28,19,12.81
2021,9,28,20,11.9
2021,9,28,21,10.95
2021,9,28,22,10.18
2021,9,28,23,9.55
2021,9,29,0,8.95
2021,9,29,1,8.37
2021,9,29,2,7.65
2021,9,29,3,6.88
2021,9,29,4,6.23
2021,9,29,5,5.64
2021,9,29,6,5.57
2021,9,29,7,7.63
2021,9,29,8,10.34
2021,9,29,9,13.88
2021,9,29,10,15.46
2021,9,29,11,16.61
2021,9,29,12,17.34
2021,9,29,13,17.81
2021,9,29,14,17.82
2021,9,29,15,17.55
2021,9,29,16,16.71
2021,9,29,17,13.91
2021,9,29,18,11.03
2021,9,29,19,10.12
2021,9,29,20,9.34
2021,9,29,21,8.62
2021,9,29,22,7.91
2021,9,29,23,7.22
2021,9,30,0,6.61
2021,9,30,1,6.03
2021,9,30,2,5.51
2021,9,30,3,4.99
2021,9,30,4,4.48
2021,9,30,5,4.03
2021,9,30,6,4.05
2021,9,30,7,6.29
2021,9,30,8,9.15
2021,9,30,9,13.11
2021,9,30,10,14.93
2021,9,30,11,16.19
2021,9,30,12,17.05
2021,9,30,13,17.52
2021,9,30,14,17.7
2021,9,30,15,17.41
2021,9,30,16,16.55
2021,9,30,17,13.51
2021,9,30,18,10.57
2021,9,30,19,9.78
2021,9,30,20,8.92
2021,9,30,21,7.9
2021,9,30,22,6.85
2021,9,30,23,5.95
2021,10,1,0,5.35
2021,10,1,1,5.0
2021,10,1,2,4.73
2021,10,1,3,4.33
2021,10,1,4,3.76
2021,10,1,5,3.14
2021,10,1,6,2.92
2021,10,1,7,5.81
2021,10,1,8,8.23
2021,10,1,9,12.51
2021,10,1,10,14.52
2021,10,1,11,15.76
2021,10,1,12,16.64
2021,10,1,13,17.19
2021,10,1,14,17.36
2021,10,1,15,17.08
2021,10,1,16,16.15
2021,10,1,17,12.52
2021,10,1,18,9.68
2021,10,1,19,8.9
2021,10,1,20,8.19
2021,10,1,21,7.48
2021,10,1,22,6.87
2021,10,1,23,6.52
2021,10,2,0,6.3
2021,10,2,1,6.53
2021,10,2,2,6.73
2021,10,2,3,6.24
2021,10,2,4,5.64
2021,10,2,5,4.58
2021,10,2,6,3.73
2021,10,2,7,6.51
2021,10,2,8,8.95
2021,10,2,9,12.72
2021,10,2,10,14.51
2021,10,2,11,15.6
2021,10,2,12,16.43
2021,10,2,13,16.92
2021,10,2,14,17.07
2021,10,2,15,16.76
2021,10,2,16,15.8
2021,10,2,17,12.25
2021,10,2,18,9.51
2021,10,2,19,8.58
2021,10,2,20,7.77
2021,10,2,21,7.11
2021,10,2,22,6.55
2021,10,2,23,6.12
2021,10,3,0,5.85
2021,10,3,1,5.64
2021,10,3,2,5.36
2021,10,3,3,5.05
2021,10,3,4,4.75
2021,10,3,5,4.33
2021,10,3,6,3.98
2021,10,3,7,6.32
2021,10,3,8,8.69
2021,10,3,9,12.84
2021,10,3,10,15.58
2021,10,3,11,16.95
2021,10,3,12,18.01
2021,10,3,13,18.68
2021,10,3,14,18.92
2021,10,3,15,18.65
2021,10,3,16,17.62
2021,10,3,17,13.68
2021,10,3,18,11.04
2021,10,3,19,10.2
2021,10,3,20,9.43
2021,10,3,21,8.64
2021,10,3,22,7.81
2021,10,3,23,7.15
2021,10,4,0,7.01
2021,10,4,1,6.6
2021,10,4,2,5.95
2021,10,4,3,5.56
2021,10,4,4,5.51
2021,10,4,5,5.4
2021,10,4,6,5.87
2021,10,4,7,8.01
2021,10,4,8,10.18
2021,10,4,9,13.98
2021,10,4,10,15.65
2021,10,4,11,16.73
2021,10,4,12,17.37
2021,10,4,13,17.32
2021,10,4,14,17.19
2021,10,4,15,16.94
2021,10,4,16,16.03
2021,10,4,17,13.83
2021,10,4,18,12.26
2021,10,4,19,12.0
2021,10,4,20,11.49
2021,10,4,21,10.8
2021,10,4,22,9.87
2021,10,4,23,9.23
2021,10,5,0,8.64
2021,10,5,1,7.72
2021,10,5,2,7.07
2021,10,5,3,6.37
2021,10,5,4,5.76
2021,10,5,5,4.97
2021,10,5,6,4.28
2021,10,5,7,6.98
2021,10,5,8,9.28
2021,10,5,9,13.23
2021,10,5,10,15.52
2021,10,5,11,16.62
2021,10,5,12,17.46
2021,10,5,13,17.99
2021,10,5,14,18.06
2021,10,5,15,17.64
2021,10,5,16,16.56
2021,10,5,17,12.87
2021,10,5,18,10.56
2021,10,5,19,10.04
2021,10,5,20,9.2
2021,10,5,21,8.23
2021,10,5,22,7.28
2021,10,5,23,6.3
2021,10,6,0,5.45
2021,10,6,1,4.83
2021,10,6,2,4.33
2021,10,6,3,3.93
2021,10,6,4,3.58
2021,10,6,5,3.3
2021,10,6,6,3.15
2021,10,6,7,5.32
2021,10,6,8,7.9
2021,10,6,9,12.06
2021,10,6,10,14.05
2021,10,6,11,15.26
2021,10,6,12,16.1
2021,10,6,13,16.58
2021,10,6,14,16.54
2021,10,6,15,16.01
2021,10,6,16,15.03
2021,10,6,17,12.9
2021,10,6,18,11.16
2021,10,6,19,10.42
2021,10,6,20,9.5
2021,10,6,21,8.43
2021,10,6,22,7.4
2021,10,6,23,6.48
2021,10,7,0,5.64
2021,10,7,1,5.01
2021,10,7,2,4.28
2021,10,7,3,3.83
2021,10,7,4,3.42
2021,10,7,5,3.15
2021,10,7,6,2.61
2021,10,7,7,3.95
2021,10,7,8,6.35
2021,10,7,9,9.55
2021,10,7,10,11.95
2021,10,7,11,13.34
2021,10,7,12,14.33
2021,10,7,13,14.98
2021,10,7,14,15.17
2021,10,7,15,14.86
2021,10,7,16,13.9
2021,10,7,17,10.33
2021,10,7,18,7.86
2021,10,7,19,6.85
2021,10,7,20,5.89
2021,10,7,21,4.76
2021,10,7,22,3.6
2021,10,7,23,2.59
2021,10,8,0,1.87
2021,10,8,1,1.36
2021,10,8,2,0.88
2021,10,8,3,0.47
2021,10,8,4,0.1
2021,10,8,5,-0.3
2021,10,8,6,-0.38
2021,10,8,7,1.51
2021,10,8,8,3.83
2021,10,8,9,8.14
2021,10,8,10,11.04
2021,10,8,11,12.36
2021,10,8,12,13.26
2021,10,8,13,13.83
2021,10,8,14,13.95
2021,10,8,15,13.52
2021,10,8,16,12.43
2021,10,8,17,9.59
2021,10,8,18,8.06
2021,10,8,19,8.14
2021,10,8,20,7.55
2021,10,8,21,6.73
2021,10,8,22,6.05
2021,10,8,23,5.55
2021,10,9,0,5.06
2021,10,9,1,4.86
2021,10,9,2,4.8
2021,10,9,3,4.63
2021,10,9,4,4.33
2021,10,9,5,4.01
2021,10,9,6,3.61
2021,10,9,7,3.76
2021,10,9,8,4.84
2021,10,9,9,6.4
2021,10,9,10,8.44
2021,10,9,11,10.37
2021,10,9,12,11.6
2021,10,9,13,12.26
2021,10,9,14,12.39
2021,10,9,15,12.01
2021,10,9,16,11.13
2021,10,9,17,8.28
2021,10,9,18,6.23
2021,10,9,19,5.42
2021,10,9,20,4.79
2021,10,9,21,4.19
2021,10,9,22,3.43
2021,10,9,23,2.73
2021,10,10,0,2.07
2021,10,10,1,1.42
2021,10,10,2,0.8
2021,10,10,3,0.2
2021,10,10,4,-0.35
2021,10,10,5,-0.88
2021,10,10,6,-1.27
2021,10,10,7,0.39
2021,10,10,8,2.57
2021,10,10,9,6.48
2021,10,10,10,10.62
2021,10,10,11,12.51
2021,10,10,12,13.62
2021,10,10,13,14.34
2021,10,10,14,14.58
2021,10,10,15,14.31
2021,10,10,16,13.13
2021,10,10,17,9.4
2021,10,10,18,7.8
2021,10,10,19,7.13
2021,10,10,20,6.57
2021,10,10,21,5.98
2021,10,10,22,5.29
2021,10,10,23,4.68
2021,10,11,0,4.19
2021,10,11,1,3.76
2021,10,11,2,3.38
2021,10,11,3,3.08
2021,10,11,4,2.7
2021,10,11,5,2.44
2021,10,11,6,2.37
2021,10,11,7,3.33
2021,10,11,8,5.33
2021,10,11,9,8.48
2021,10,11,10,13.01
2021,10,11,11,14.58
2021,10,11,12,15.44
2021,10,11,13,15.93
2021,10,11,14,15.91
2021,10,11,15,15.29
2021,10,11,16,13.31
2021,10,11,17,11.06
2021,10,11,18,10.06
2021,10,11,19,9.51
2021,10,11,20,8.98
2021,10,11,21,8.53
2021,10,11,22,8.14
2021,10,11,23,7.83
2021,10,12,0,7.55
2021,10,12,1,7.3
2021,10,12,2,7.17
2021,10,12,3,7.21
2021,10,12,4,7.34
2021,10,12,5,7.57
2021,10,12,6,7.52
2021,10,12,7,7.88
2021,10,12,8,8.65
2021,10,12,9,9.43
2021,10,12,10,11.37
2021,10,12,11,12.42
2021,10,12,12,13.72
2021,10,12,13,14.48
2021,10,12,14,14.24
2021,10,12,15,13.69
2021,10,12,16,12.58
2021,10,12,17,10.66
2021,10,12,18,9.79
2021,10,12,19,8.92
2021,10,12,20,7.97
2021,10,12,21,6.99
2021,10,12,22,6.08
2021,10,12,23,5.51
2021,10,13,0,5.18
2021,10,13,1,4.87
2021,10,13,2,4.51
2021,10,13,3,4.04
2021,10,13,4,3.79
2021,10,13,5,3.78
2021,10,13,6,3.97
2021,10,13,7,4.3
2021,10,13,8,5.03
2021,10,13,9,6.14
2021,10,13,10,7.39
2021,10,13,11,8.86
2021,10,13,12,10.36
2021,10,13,13,11.58
2021,10,13,14,12.38
2021,10,13,15,12.52
2021,10,13,16,11.79
2021,10,13,17,8.37
2021,10,13,18,6.9
2021,10,13,19,6.33
2021,10,13,20,5.97
2021,10,13,21,5.85
2021,10,13,22,5.32
2021,10,13,23,4.35
2021,10,14,0,3.76
2021,10,14,1,3.23
2021,10,14,2,2.74
2021,10,14,3,2.25
2021,10,14,4,1.73
2021,10,14,5,1.32
2021,10,14,6,1.21
2021,10,14,7,3.87
2021,10,14,8,5.87
2021,10,14,9,8.69
2021,10,14,10,10.15
2021,10,14,11,10.77
2021,10,14,12,11.2
2021,10,14,13,11.43
2021,10,14,14,11.3
2021,10,14,15,10.94
2021,10,14,16,10.13
2021,10,14,17,9.12
2021,10,14,18,8.69
2021,10,14,19,8.32
2021,10,14,20,7.7
2021,10,14,21,6.97
2021,10,14,22,6.41
2021,10,14,23,6.05
2021,10,15,0,5.78
2021,10,15,1,5.64
2021,10,15,2,5.49
2021,10,15,3,5.12
2021,10,15,4,4.98
2021,10,15,5,5.07
2021,10,15,6,5.01
2021,10,15,7,5.32
2021,10,15,8,7.26
2021,10,15,9,9.4
2021,10,15,10,11.39
2021,10,15,11,12.98
2021,10,15,12,13.91
2021,10,15,13,14.28
2021,10,15,14,14.19
2021,10,15,15,13.74
2021,10,15,16,12.76
2021,10,15,17,10.04
2021,10,15,18,8.87
2021,10,15,19,8.51
2021,10,15,20,8.22
2021,10,15,21,8.05
2021,10,15,22,7.87
2021,10,15,23,7.7
2021,10,16,0,7.56
2021,10,16,1,7.42
2021,10,16,2,7.25
2021,10,16,3,7.06
2021,10,16,4,7.01
2021,10,16,5,6.8
2021,10,16,6,6.58
2021,10,16,7,6.79
2021,10,16,8,7.16
2021,10,16,9,7.72
2021,10,16,10,8.32
2021,10,16,11,8.64
2021,10,16,12,8.8
2021,10,16,13,8.81
2021,10,16,14,8.82
2021,10,16,15,8.67
2021,10,16,16,8.07
2021,10,16,17,7.28
2021,10,16,18,6.8
2021,10,16,19,6.57
2021,10,16,20,6.38
2021,10,16,21,6.12
2021,10,16,22,5.75
2021,10,16,23,5.77
2021,10,17,0,6.08
2021,10,17,1,6.33
2021,10,17,2,6.47
2021,10,17,3,6.51
2021,10,17,4,6.52
2021,10,17,5,6.37
2021,10,17,6,6.01
2021,10,17,7,6.18
2021,10,17,8,7.34
2021,10,17,9,9.52
2021,10,17,10,11.97
2021,10,17,11,13.5
2021,10,17,12,13.98
2021,10,17,13,13.99
2021,10,17,14,13.84
2021,10,17,15,13.48
2021,10,17,16,12.48
2021,10,17,17,9.24
2021,10,17,18,7.69
2021,10,17,19,6.94
2021,10,17,20,6.44
2021,10,17,21,6.15
2021,10,17,22,5.98
2021,10,17,23,5.55
2021,10,18,0,5.31
2021,10,18,1,4.96
2021,10,18,2,4.19
2021,10,18,3,3.62
2021,10,18,4,3.26
2021,10,18,5,3.15
2021,10,18,6,3.1
2021,10,18,7,4.42
2021,10,18,8,6.36
2021,10,18,9,9.19
2021,10,18,10,11.46
2021,10,18,11,12.8
2021,10,18,12,13.71
2021,10,18,13,14.21
2021,10,18,14,14.17
2021,10,18,15,13.59
2021,10,18,16,12.07
2021,10,18,17,9.27
2021,10,18,18,8.23
2021,10,18,19,7.48
2021,10,18,20,6.87
2021,10,18,21,5.92
2021,10,18,22,4.9
2021,10,18,23,4.36
2021,10,19,0,4.12
2021,10,19,1,4.13
2021,10,19,2,4.44
2021,10,19,3,4.58
2021,10,19,4,3.93
2021,10,19,5,3.27
2021,10,19,6,2.93
2021,10,19,7,4.5
2021,10,19,8,7.35
2021,10,19,9,10.55
2021,10,19,10,12.22
2021,10,19,11,13.04
2021,10,19,12,13.63
2021,10,19,13,14.06
2021,10,19,14,14.24
2021,10,19,15,14.01
2021,10,19,16,12.67
2021,10,19,17,9.1
2021,10,19,18,7.9
2021,10,19,19,7.77
2021,10,19,20,7.91
2021,10,19,21,8.22
2021,10,19,22,8.18
2021,10,19,23,7.76
2021,10,20,0,6.83
2021,10,20,1,5.93
2021,10,20,2,5.22
2021,10,20,3,4.59
2021,10,20,4,4.12
2021,10,20,5,3.69
2021,10,20,6,3.76
2021,10,20,7,5.01
2021,10,20,8,7.29
2021,10,20,9,9.66
2021,10,20,10,12.95
2021,10,20,11,15.7
2021,10,20,12,17.9
2021,10,20,13,19.26
2021,10,20,14,19.97
2021,10,20,15,19.93
2021,10,20,16,17.39
2021,10,20,17,13.94
2021,10,20,18,12.64
2021,10,20,19,11.49
2021,10,20,20,10.44
2021,10,20,21,9.52
2021,10,20,22,8.85
2021,10,20,23,8.47
2021,10,21,0,7.94
2021,10,21,1,7.42
2021,10,21,2,7.0
2021,10,21,3,6.52
2021,10,21,4,6.1
2021,10,21,5,5.82
2021,10,21,6,5.66
2021,10,21,7,6.48
2021,10,21,8,8.83
2021,10,21,9,12.24
2021,10,21,10,16.43
2021,10,21,11,19.56
2021,10,21,12,21.59
2021,10,21,13,22.72
2021,10,21,14,23.04
2021,10,21,15,22.01
2021,10,21,16,18.56
2021,10,21,17,15.04
2021,10,21,18,13.65
2021,10,21,19,12.6
2021,10,21,20,11.75
2021,10,21,21,11.07
2021,10,21,22,10.6
2021,10,21,23,10.31
2021,10,22,0,10.05
2021,10,22,1,9.83
2021,10,22,2,9.56
2021,10,22,3,9.21
2021,10,22,4,8.9
2021,10,22,5,8.59
2021,10,22,6,8.36
2021,10,22,7,9.72
2021,10,22,8,13.57
