YEAR,MO,DY,HR,IRRADIATION
2020,6,29,20,0.0
2020,6,29,21,0.0
2020,6,29,22,0.0
2020,6,29,23,0.0
2020,6,30,0,0.0
2020,6,30,1,0.0
2020,6,30,2,0.0
2020,6,30,3,0.0
2020,6,30,4,0.0
2020,6,30,5,52.7
2020,6,30,6,175.38
2020,6,30,7,267.49
2020,6,30,8,433.25
2020,6,30,9,632.4
2020,6,30,10,740.41
2020,6,30,11,815.27
2020,6,30,12,789.93
2020,6,30,13,804.38
2020,6,30,14,707.34
2020,6,30,15,594.49
2020,6,30,16,492.05
2020,6,30,17,339.91
2020,6,30,18,191.2
2020,6,30,19,63.73
2020,6,30,20,0.0
2020,6,30,21,0.0
2020,6,30,22,0.0
2020,6,30,23,0.0
2020,7,1,0,0.0
2020,7,1,1,0.0
2020,7,1,2,0.0
2020,7,1,3,0.0
2020,7,1,4,0.0
2020,7,1,5,78.07
2020,7,1,6,228.84
2020,7,1,7,403.34
2020,7,1,8,586.11
2020,7,1,9,734.47
2020,7,1,10,839.92
2020,7,1,11,812.98
2020,7,1,12,827.08
2020,7,1,13,842.34
2020,7,1,14,782.21
2020,7,1,15,671.41
2020,7,1,16,531.26
2020,7,1,17,363.81
2020,7,1,18,200.11
2020,7,1,19,61.09
2020,7,1,20,0.0
2020,7,1,21,0.0
2020,7,1,22,0.0
2020,7,1,23,0.0
2020,7,2,0,0.0
2020,7,2,1,0.0
2020,7,2,2,0.0
2020,7,2,3,0.0
2020,7,2,4,0.0
2020,7,2,5,77.55
2020,7,2,6,226.24
2020,7,2,7,396.17
2020,7,2,8,565.18
2020,7,2,9,699.16
2020,7,2,10,724.62
2020,7,2,11,842.7
2020,7,2,12,868.27
2020,7,2,13,844.83
2020,7,2,14,772.82
2020,7,2,15,619.03
2020,7,2,16,486.99
2020,7,2,17,324.07
2020,7,2,18,170.31
2020,7,2,19,51.13
2020,7,2,20,0.0
2020,7,2,21,0.0
2020,7,2,22,0.0
2020,7,2,23,0.0
2020,7,3,0,0.0
2020,7,3,1,0.0
2020,7,3,2,0.0
2020,7,3,3,0.0
2020,7,3,4,0.0
2020,7,3,5,52.22
2020,7,3,6,159.51
2020,7,3,7,268.22
2020,7,3,8,379.04
2020,7,3,9,467.74
2020,7,3,10,560.08
2020,7,3,11,651.54
2020,7,3,12,705.03
2020,7,3,13,732.25
2020,7,3,14,597.88
2020,7,3,15,433.41
2020,7,3,16,298.17
2020,7,3,17,186.91
2020,7,3,18,88.19
2020,7,3,19,28.19
2020,7,3,20,0.0
2020,7,3,21,0.0
2020,7,3,22,0.0
2020,7,3,23,0.0
2020,7,4,0,0.0
2020,7,4,1,0.0
2020,7,4,2,0.0
2020,7,4,3,0.0
2020,7,4,4,0.0
2020,7,4,5,51.61
2020,7,4,6,127.71
2020,7,4,7,227.74
2020,7,4,8,348.69
2020,7,4,9,441.89
2020,7,4,10,475.32
2020,7,4,11,548.02
2020,7,4,12,505.03
2020,7,4,13,462.68
2020,7,4,14,216.33
2020,7,4,15,272.7
2020,7,4,16,202.2
2020,7,4,17,154.64
2020,7,4,18,75.04
2020,7,4,19,25.99
2020,7,4,20,0.0
2020,7,4,21,0.0
2020,7,4,22,0.0
2020,7,4,23,0.0
2020,7,5,0,0.0
2020,7,5,1,0.0
2020,7,5,2,0.0
2020,7,5,3,0.0
2020,7,5,4,0.0
2020,7,5,5,41.03
2020,7,5,6,130.68
2020,7,5,7,204.81
2020,7,5,8,288.5
2020,7,5,9,387.62
2020,7,5,10,517.44
2020,7,5,11,555.18
2020,7,5,12,691.75
2020,7,5,13,647.68
2020,7,5,14,649.83
2020,7,5,15,545.2
2020,7,5,16,415.02
2020,7,5,17,279.55
2020,7,5,18,152.95
2020,7,5,19,40.77
2020,7,5,20,0.0
2020,7,5,21,0.0
2020,7,5,22,0.0
2020,7,5,23,0.0
2020,7,6,0,0.0
2020,7,6,1,0.0
2020,7,6,2,0.0
2020,7,6,3,0.0
2020,7,6,4,0.0
2020,7,6,5,53.54
2020,7,6,6,174.88
2020,7,6,7,297.08
2020,7,6,8,417.45
2020,7,6,9,561.5
2020,7,6,10,624.94
2020,7,6,11,714.61
2020,7,6,12,796.34
2020,7,6,13,741.11
2020,7,6,14,634.02
2020,7,6,15,494.62
2020,7,6,16,389.98
2020,7,6,17,285.64
2020,7,6,18,156.88
2020,7,6,19,47.28
2020,7,6,20,0.0
2020,7,6,21,0.0
2020,7,6,22,0.0
2020,7,6,23,0.0
2020,7,7,0,0.0
2020,7,7,1,0.0
2020,7,7,2,0.0
2020,7,7,3,0.0
2020,7,7,4,0.0
2020,7,7,5,48.12
2020,7,7,6,148.45
2020,7,7,7,251.62
2020,7,7,8,371.77
2020,7,7,9,430.96
2020,7,7,10,488.41
2020,7,7,11,463.7
2020,7,7,12,441.78
2020,7,7,13,274.96
2020,7,7,14,221.34
2020,7,7,15,221.6
2020,7,7,16,195.99
2020,7,7,17,122.53
2020,7,7,18,62.82
2020,7,7,19,31.02
2020,7,7,20,0.0
2020,7,7,21,0.0
2020,7,7,22,0.0
2020,7,7,23,0.0
2020,7,8,0,0.0
2020,7,8,1,0.0
2020,7,8,2,0.0
2020,7,8,3,0.0
2020,7,8,4,0.0
2020,7,8,5,51.79
2020,7,8,6,167.52
2020,7,8,7,315.2
2020,7,8,8,487.31
2020,7,8,9,622.2
2020,7,8,10,618.53
2020,7,8,11,683.97
2020,7,8,12,839.78
2020,7,8,13,650.45
2020,7,8,14,707.98
2020,7,8,15,588.52
2020,7,8,16,465.3
2020,7,8,17,320.53
2020,7,8,18,165.32
2020,7,8,19,53.7
2020,7,8,20,0.0
2020,7,8,21,0.0
2020,7,8,22,0.0
2020,7,8,23,0.0
2020,7,9,0,0.0
2020,7,9,1,0.0
2020,7,9,2,0.0
2020,7,9,3,0.0
2020,7,9,4,0.0
2020,7,9,5,71.48
2020,7,9,6,222.8
2020,7,9,7,397.77
2020,7,9,8,576.2
2020,7,9,9,719.3
2020,7,9,10,821.16
2020,7,9,11,845.52
2020,7,9,12,895.86
2020,7,9,13,870.45
2020,7,9,14,790.88
2020,7,9,15,680.44
2020,7,9,16,528.9
2020,7,9,17,363.06
2020,7,9,18,197.7
2020,7,9,19,56.7
2020,7,9,20,0.0
2020,7,9,21,0.0
2020,7,9,22,0.0
2020,7,9,23,0.0
2020,7,10,0,0.0
2020,7,10,1,0.0
2020,7,10,2,0.0
2020,7,10,3,0.0
2020,7,10,4,0.0
2020,7,10,5,67.32
2020,7,10,6,222.43
2020,7,10,7,399.63
2020,7,10,8,571.02
2020,7,10,9,716.52
2020,7,10,10,824.3
2020,7,10,11,849.73
2020,7,10,12,830.84
2020,7,10,13,781.47
2020,7,10,14,772.63
2020,7,10,15,655.62
2020,7,10,16,510.67
2020,7,10,17,349.68
2020,7,10,18,192.22
2020,7,10,19,54.72
2020,7,10,20,0.0
2020,7,10,21,0.0
2020,7,10,22,0.0
2020,7,10,23,0.0
2020,7,11,0,0.0
2020,7,11,1,0.0
2020,7,11,2,0.0
2020,7,11,3,0.0
2020,7,11,4,0.0
2020,7,11,5,67.34
2020,7,11,6,222.89
2020,7,11,7,403.7
2020,7,11,8,579.58
2020,7,11,9,728.85
2020,7,11,10,843.02
2020,7,11,11,917.59
2020,7,11,12,935.55
2020,7,11,13,909.3
2020,7,11,14,835.91
2020,7,11,15,718.59
2020,7,11,16,568.13
2020,7,11,17,395.34
2020,7,11,18,213.21
2020,7,11,19,55.05
2020,7,11,20,0.0
2020,7,11,21,0.0
2020,7,11,22,0.0
2020,7,11,23,0.0
2020,7,12,0,0.0
2020,7,12,1,0.0
2020,7,12,2,0.0
2020,7,12,3,0.0
2020,7,12,4,0.0
2020,7,12,5,54.91
2020,7,12,6,175.45
2020,7,12,7,320.59
2020,7,12,8,410.11
2020,7,12,9,446.15
2020,7,12,10,564.36
2020,7,12,11,611.11
2020,7,12,12,643.41
2020,7,12,13,565.66
2020,7,12,14,410.73
2020,7,12,15,265.03
2020,7,12,16,188.59
2020,7,12,17,102.14
2020,7,12,18,31.44
2020,7,12,19,16.07
2020,7,12,20,0.0
2020,7,12,21,0.0
2020,7,12,22,0.0
2020,7,12,23,0.0
2020,7,13,0,0.0
2020,7,13,1,0.0
2020,7,13,2,0.0
2020,7,13,3,0.0
2020,7,13,4,0.0
2020,7,13,5,33.41
2020,7,13,6,100.52
2020,7,13,7,185.79
2020,7,13,8,291.06
2020,7,13,9,371.99
2020,7,13,10,479.38
2020,7,13,11,563.5
2020,7,13,12,561.09
2020,7,13,13,512.6
2020,7,13,14,553.7
2020,7,13,15,491.62
2020,7,13,16,401.99
2020,7,13,17,248.85
2020,7,13,18,135.45
2020,7,13,19,39.58
2020,7,13,20,0.0
2020,7,13,21,0.0
2020,7,13,22,0.0
2020,7,13,23,0.0
2020,7,14,0,0.0
2020,7,14,1,0.0
2020,7,14,2,0.0
2020,7,14,3,0.0
2020,7,14,4,0.0
2020,7,14,5,48.52
2020,7,14,6,183.91
2020,7,14,7,282.45
2020,7,14,8,455.23
2020,7,14,9,593.77
2020,7,14,10,704.22
2020,7,14,11,661.18
2020,7,14,12,794.1
2020,7,14,13,649.2
2020,7,14,14,633.45
2020,7,14,15,517.87
2020,7,14,16,385.27
2020,7,14,17,240.66
2020,7,14,18,128.91
2020,7,14,19,31.47
2020,7,14,20,0.0
2020,7,14,21,0.0
2020,7,14,22,0.0
2020,7,14,23,0.0
2020,7,15,0,0.0
2020,7,15,1,0.0
2020,7,15,2,0.0
2020,7,15,3,0.0
2020,7,15,4,0.0
2020,7,15,5,45.19
2020,7,15,6,180.87
2020,7,15,7,344.58
2020,7,15,8,527.49
2020,7,15,9,685.21
2020,7,15,10,737.28
2020,7,15,11,775.17
2020,7,15,12,721.58
2020,7,15,13,693.92
2020,7,15,14,624.87
2020,7,15,15,505.54
2020,7,15,16,353.02
2020,7,15,17,216.0
2020,7,15,18,101.93
2020,7,15,19,26.99
2020,7,15,20,0.0
2020,7,15,21,0.0
2020,7,15,22,0.0
2020,7,15,23,0.0
2020,7,16,0,0.0
2020,7,16,1,0.0
2020,7,16,2,0.0
2020,7,16,3,0.0
2020,7,16,4,0.0
2020,7,16,5,34.25
2020,7,16,6,115.77
2020,7,16,7,244.75
2020,7,16,8,386.66
2020,7,16,9,567.63
2020,7,16,10,674.67
2020,7,16,11,641.89
2020,7,16,12,644.84
2020,7,16,13,592.92
2020,7,16,14,523.68
2020,7,16,15,454.41
2020,7,16,16,352.24
2020,7,16,17,228.49
2020,7,16,18,113.7
2020,7,16,19,33.54
2020,7,16,20,0.0
2020,7,16,21,0.0
2020,7,16,22,0.0
2020,7,16,23,0.0
2020,7,17,0,0.0
2020,7,17,1,0.0
2020,7,17,2,0.0
2020,7,17,3,0.0
2020,7,17,4,0.0
2020,7,17,5,41.52
2020,7,17,6,161.66
2020,7,17,7,293.38
2020,7,17,8,444.12
2020,7,17,9,601.54
2020,7,17,10,676.57
2020,7,17,11,633.88
2020,7,17,12,700.92
2020,7,17,13,532.06
2020,7,17,14,475.59
2020,7,17,15,342.77
2020,7,17,16,251.27
2020,7,17,17,165.79
2020,7,17,18,82.89
2020,7,17,19,26.8
2020,7,17,20,0.0
2020,7,17,21,0.0
2020,7,17,22,0.0
2020,7,17,23,0.0
2020,7,18,0,0.0
2020,7,18,1,0.0
2020,7,18,2,0.0
2020,7,18,3,0.0
2020,7,18,4,0.0
2020,7,18,5,33.77
2020,7,18,6,79.91
2020,7,18,7,196.8
2020,7,18,8,284.3
2020,7,18,9,279.32
2020,7,18,10,477.23
2020,7,18,11,296.21
2020,7,18,12,497.02
2020,7,18,13,361.61
2020,7,18,14,401.88
2020,7,18,15,342.95
2020,7,18,16,245.43
2020,7,18,17,173.63
2020,7,18,18,76.55
2020,7,18,19,21.73
2020,7,18,20,0.0
2020,7,18,21,0.0
2020,7,18,22,0.0
2020,7,18,23,0.0
2020,7,19,0,0.0
2020,7,19,1,0.0
2020,7,19,2,0.0
2020,7,19,3,0.0
2020,7,19,4,0.0
2020,7,19,5,20.28
2020,7,19,6,61.28
2020,7,19,7,141.27
2020,7,19,8,201.85
2020,7,19,9,267.8
2020,7,19,10,291.79
2020,7,19,11,295.08
2020,7,19,12,314.77
2020,7,19,13,321.52
2020,7,19,14,322.52
2020,7,19,15,200.72
2020,7,19,16,152.44
2020,7,19,17,92.33
2020,7,19,18,62.25
2020,7,19,19,18.95
2020,7,19,20,0.0
2020,7,19,21,0.0
2020,7,19,22,0.0
2020,7,19,23,0.0
2020,7,20,0,0.0
2020,7,20,1,0.0
2020,7,20,2,0.0
2020,7,20,3,0.0
2020,7,20,4,0.0
2020,7,20,5,29.62
2020,7,20,6,97.52
2020,7,20,7,193.62
2020,7,20,8,302.67
2020,7,20,9,427.16
2020,7,20,10,512.39
2020,7,20,11,593.8
2020,7,20,12,601.38
2020,7,20,13,610.08
2020,7,20,14,540.02
2020,7,20,15,505.06
2020,7,20,16,429.7
2020,7,20,17,272.23
2020,7,20,18,138.59
2020,7,20,19,36.3
2020,7,20,20,0.0
2020,7,20,21,0.0
2020,7,20,22,0.0
2020,7,20,23,0.0
2020,7,21,0,0.0
2020,7,21,1,0.0
2020,7,21,2,0.0
2020,7,21,3,0.0
2020,7,21,4,0.0
2020,7,21,5,36.1
2020,7,21,6,133.64
2020,7,21,7,260.05
2020,7,21,8,406.62
2020,7,21,9,532.95
2020,7,21,10,594.87
2020,7,21,11,635.66
2020,7,21,12,752.65
2020,7,21,13,703.59
2020,7,21,14,715.52
2020,7,21,15,631.69
2020,7,21,16,501.96
2020,7,21,17,321.2
2020,7,21,18,164.69
2020,7,21,19,35.65
2020,7,21,20,0.0
2020,7,21,21,0.0
2020,7,21,22,0.0
2020,7,21,23,0.0
2020,7,22,0,0.0
2020,7,22,1,0.0
2020,7,22,2,0.0
2020,7,22,3,0.0
2020,7,22,4,0.0
2020,7,22,5,42.8
2020,7,22,6,187.29
2020,7,22,7,357.56
2020,7,22,8,536.96
2020,7,22,9,672.31
2020,7,22,10,714.47
2020,7,22,11,783.39
2020,7,22,12,696.86
2020,7,22,13,591.91
2020,7,22,14,549.67
2020,7,22,15,443.62
2020,7,22,16,289.33
2020,7,22,17,179.18
2020,7,22,18,77.82
2020,7,22,19,20.45
2020,7,22,20,0.0
2020,7,22,21,0.0
2020,7,22,22,0.0
2020,7,22,23,0.0
2020,7,23,0,0.0
2020,7,23,1,0.0
2020,7,23,2,0.0
2020,7,23,3,0.0
2020,7,23,4,0.0
2020,7,23,5,36.73
2020,7,23,6,166.49
2020,7,23,7,315.68
2020,7,23,8,476.1
2020,7,23,9,633.3
2020,7,23,10,712.36
2020,7,23,11,722.96
2020,7,23,12,695.34
2020,7,23,13,588.61
2020,7,23,14,523.66
2020,7,23,15,373.45
2020,7,23,16,193.0
2020,7,23,17,128.82
2020,7,23,18,51.7
2020,7,23,19,16.63
2020,7,23,20,0.0
2020,7,23,21,0.0
2020,7,23,22,0.0
2020,7,23,23,0.0
2020,7,24,0,0.0
2020,7,24,1,0.0
2020,7,24,2,0.0
2020,7,24,3,0.0
2020,7,24,4,0.0
2020,7,24,5,34.6
2020,7,24,6,152.09
2020,7,24,7,276.24
2020,7,24,8,441.41
2020,7,24,9,591.0
2020,7,24,10,655.4
2020,7,24,11,707.35
2020,7,24,12,766.23
2020,7,24,13,601.85
2020,7,24,14,504.41
2020,7,24,15,418.8
2020,7,24,16,182.68
2020,7,24,17,110.47
2020,7,24,18,58.04
2020,7,24,19,21.31
2020,7,24,20,0.0
2020,7,24,21,0.0
2020,7,24,22,0.0
2020,7,24,23,0.0
2020,7,25,0,0.0
2020,7,25,1,0.0
2020,7,25,2,0.0
2020,7,25,3,0.0
2020,7,25,4,0.0
2020,7,25,5,27.48
2020,7,25,6,83.09
2020,7,25,7,138.66
2020,7,25,8,159.81
2020,7,25,9,146.05
2020,7,25,10,181.79
2020,7,25,11,269.06
2020,7,25,12,310.42
2020,7,25,13,248.92
2020,7,25,14,252.39
2020,7,25,15,254.41
2020,7,25,16,277.65
2020,7,25,17,168.48
2020,7,25,18,88.15
2020,7,25,19,18.45
2020,7,25,20,0.0
2020,7,25,21,0.0
2020,7,25,22,0.0
2020,7,25,23,0.0
2020,7,26,0,0.0
2020,7,26,1,0.0
2020,7,26,2,0.0
2020,7,26,3,0.0
2020,7,26,4,0.0
2020,7,26,5,19.91
2020,7,26,6,16.93
2020,7,26,7,131.7
2020,7,26,8,239.38
2020,7,26,9,366.46
2020,7,26,10,520.72
2020,7,26,11,722.91
2020,7,26,12,831.16
2020,7,26,13,744.24
2020,7,26,14,692.05
2020,7,26,15,566.92
2020,7,26,16,392.3
2020,7,26,17,252.65
2020,7,26,18,124.02
2020,7,26,19,27.95
2020,7,26,20,0.0
2020,7,26,21,0.0
2020,7,26,22,0.0
2020,7,26,23,0.0
2020,7,27,0,0.0
2020,7,27,1,0.0
2020,7,27,2,0.0
2020,7,27,3,0.0
2020,7,27,4,0.0
2020,7,27,5,29.17
2020,7,27,6,98.95
2020,7,27,7,203.93
2020,7,27,8,331.77
2020,7,27,9,465.95
2020,7,27,10,494.41
2020,7,27,11,640.84
2020,7,27,12,663.49
2020,7,27,13,582.59
2020,7,27,14,337.2
2020,7,27,15,235.24
2020,7,27,16,258.19
2020,7,27,17,167.88
2020,7,27,18,67.87
2020,7,27,19,20.95
2020,7,27,20,0.0
2020,7,27,21,0.0
2020,7,27,22,0.0
2020,7,27,23,0.0
2020,7,28,0,0.0
2020,7,28,1,0.0
2020,7,28,2,0.0
2020,7,28,3,0.0
2020,7,28,4,0.0
2020,7,28,5,26.33
2020,7,28,6,128.89
2020,7,28,7,225.35
2020,7,28,8,402.2
2020,7,28,9,558.46
2020,7,28,10,689.21
2020,7,28,11,717.19
2020,7,28,12,810.24
2020,7,28,13,709.95
2020,7,28,14,701.02
2020,7,28,15,591.3
2020,7,28,16,460.25
2020,7,28,17,304.84
2020,7,28,18,154.08
2020,7,28,19,28.77
2020,7,28,20,0.0
2020,7,28,21,0.0
2020,7,28,22,0.0
2020,7,28,23,0.0
2020,7,29,0,0.0
2020,7,29,1,0.0
2020,7,29,2,0.0
2020,7,29,3,0.0
2020,7,29,4,0.0
2020,7,29,5,31.63
2020,7,29,6,166.73
2020,7,29,7,331.93
2020,7,29,8,505.59
2020,7,29,9,667.28
2020,7,29,10,787.52
2020,7,29,11,857.58
2020,7,29,12,900.63
2020,7,29,13,871.09
2020,7,29,14,798.36
2020,7,29,15,666.29
2020,7,29,16,518.85
2020,7,29,17,345.67
2020,7,29,18,171.25
2020,7,29,19,28.52
2020,7,29,20,0.0
2020,7,29,21,0.0
2020,7,29,22,0.0
2020,7,29,23,0.0
2020,7,30,0,0.0
2020,7,30,1,0.0
2020,7,30,2,0.0
2020,7,30,3,0.0
2020,7,30,4,0.0
2020,7,30,5,32.13
2020,7,30,6,171.6
2020,7,30,7,344.84
2020,7,30,8,524.64
2020,7,30,9,677.33
2020,7,30,10,793.08
2020,7,30,11,859.07
2020,7,30,12,881.05
2020,7,30,13,833.62
2020,7,30,14,719.23
2020,7,30,15,578.96
2020,7,30,16,396.99
2020,7,30,17,248.66
2020,7,30,18,109.47
2020,7,30,19,21.79
2020,7,30,20,0.0
2020,7,30,21,0.0
2020,7,30,22,0.0
2020,7,30,23,0.0
2020,7,31,0,0.0
2020,7,31,1,0.0
2020,7,31,2,0.0
2020,7,31,3,0.0
2020,7,31,4,0.0
2020,7,31,5,29.88
2020,7,31,6,167.22
2020,7,31,7,337.28
2020,7,31,8,513.88
2020,7,31,9,670.48
2020,7,31,10,775.17
2020,7,31,11,827.42
2020,7,31,12,823.29
2020,7,31,13,716.61
2020,7,31,14,668.55
2020,7,31,15,500.15
2020,7,31,16,407.88
2020,7,31,17,254.64
2020,7,31,18,120.26
2020,7,31,19,24.02
2020,7,31,20,0.0
2020,7,31,21,0.0
2020,7,31,22,0.0
2020,7,31,23,0.0
2020,8,1,0,0.0
2020,8,1,1,0.0
2020,8,1,2,0.0
2020,8,1,3,0.0
2020,8,1,4,0.0
2020,8,1,5,24.02
2020,8,1,6,110.55
2020,8,1,7,221.73
2020,8,1,8,367.55
2020,8,1,9,510.32
2020,8,1,10,590.39
2020,8,1,11,527.41
2020,8,1,12,615.34
2020,8,1,13,673.2
2020,8,1,14,653.73
2020,8,1,15,559.05
2020,8,1,16,436.24
2020,8,1,17,273.53
2020,8,1,18,120.89
2020,8,1,19,21.77
2020,8,1,20,0.0
2020,8,1,21,0.0
2020,8,1,22,0.0
2020,8,1,23,0.0
2020,8,2,0,0.0
2020,8,2,1,0.0
2020,8,2,2,0.0
2020,8,2,3,0.0
2020,8,2,4,0.0
2020,8,2,5,24.18
2020,8,2,6,140.63
2020,8,2,7,296.07
2020,8,2,8,490.18
2020,8,2,9,629.75
2020,8,2,10,741.73
2020,8,2,11,685.27
2020,8,2,12,849.98
2020,8,2,13,685.12
2020,8,2,14,713.07
2020,8,2,15,592.86
2020,8,2,16,440.12
2020,8,2,17,275.38
2020,8,2,18,118.95
2020,8,2,19,18.63
2020,8,2,20,0.0
2020,8,2,21,0.0
2020,8,2,22,0.0
2020,8,2,23,0.0
2020,8,3,0,0.0
2020,8,3,1,0.0
2020,8,3,2,0.0
2020,8,3,3,0.0
2020,8,3,4,0.0
2020,8,3,5,22.97
2020,8,3,6,143.0
2020,8,3,7,319.02
2020,8,3,8,497.4
2020,8,3,9,650.08
2020,8,3,10,710.11
2020,8,3,11,814.05
2020,8,3,12,714.69
2020,8,3,13,794.09
2020,8,3,14,642.89
2020,8,3,15,588.34
2020,8,3,16,489.77
2020,8,3,17,317.42
2020,8,3,18,150.5
2020,8,3,19,21.06
2020,8,3,20,0.0
2020,8,3,21,0.0
2020,8,3,22,0.0
2020,8,3,23,0.0
2020,8,4,0,0.0
2020,8,4,1,0.0
2020,8,4,2,0.0
2020,8,4,3,0.0
2020,8,4,4,0.0
2020,8,4,5,24.31
2020,8,4,6,156.42
2020,8,4,7,334.27
2020,8,4,8,509.72
2020,8,4,9,659.95
2020,8,4,10,774.27
2020,8,4,11,819.28
2020,8,4,12,850.66
2020,8,4,13,814.9
2020,8,4,14,767.66
2020,8,4,15,656.64
2020,8,4,16,507.23
2020,8,4,17,327.41
2020,8,4,18,148.52
2020,8,4,19,19.4
2020,8,4,20,0.0
2020,8,4,21,0.0
2020,8,4,22,0.0
2020,8,4,23,0.0
2020,8,5,0,0.0
2020,8,5,1,0.0
2020,8,5,2,0.0
2020,8,5,3,0.0
2020,8,5,4,0.0
2020,8,5,5,22.58
2020,8,5,6,150.52
2020,8,5,7,320.66
2020,8,5,8,486.16
2020,8,5,9,646.8
2020,8,5,10,763.74
2020,8,5,11,794.22
2020,8,5,12,799.86
2020,8,5,13,826.92
2020,8,5,14,653.74
2020,8,5,15,614.8
2020,8,5,16,468.77
2020,8,5,17,306.15
2020,8,5,18,137.98
2020,8,5,19,18.08
2020,8,5,20,0.0
2020,8,5,21,0.0
2020,8,5,22,0.0
2020,8,5,23,0.0
2020,8,6,0,0.0
2020,8,6,1,0.0
2020,8,6,2,0.0
2020,8,6,3,0.0
2020,8,6,4,0.0
2020,8,6,5,21.98
2020,8,6,6,143.58
2020,8,6,7,326.98
2020,8,6,8,500.92
2020,8,6,9,652.14
2020,8,6,10,741.1
2020,8,6,11,815.6
2020,8,6,12,878.45
2020,8,6,13,872.06
2020,8,6,14,780.8
2020,8,6,15,632.14
2020,8,6,16,455.09
2020,8,6,17,291.23
2020,8,6,18,135.6
2020,8,6,19,16.49
2020,8,6,20,0.0
2020,8,6,21,0.0
2020,8,6,22,0.0
2020,8,6,23,0.0
2020,8,7,0,0.0
2020,8,7,1,0.0
2020,8,7,2,0.0
2020,8,7,3,0.0
2020,8,7,4,0.0
2020,8,7,5,19.8
2020,8,7,6,134.76
2020,8,7,7,302.0
2020,8,7,8,477.55
2020,8,7,9,603.08
2020,8,7,10,700.16
2020,8,7,11,696.95
2020,8,7,12,744.37
2020,8,7,13,605.8
2020,8,7,14,553.55
2020,8,7,15,446.61
2020,8,7,16,319.76
2020,8,7,17,192.71
2020,8,7,18,77.0
2020,8,7,19,11.51
2020,8,7,20,0.0
2020,8,7,21,0.0
2020,8,7,22,0.0
2020,8,7,23,0.0
2020,8,8,0,0.0
2020,8,8,1,0.0
2020,8,8,2,0.0
2020,8,8,3,0.0
2020,8,8,4,0.0
2020,8,8,5,17.51
2020,8,8,6,122.6
2020,8,8,7,284.07
2020,8,8,8,448.19
2020,8,8,9,615.73
2020,8,8,10,743.77
2020,8,8,11,812.95
2020,8,8,12,765.89
2020,8,8,13,730.79
2020,8,8,14,619.15
2020,8,8,15,486.85
2020,8,8,16,333.62
2020,8,8,17,205.95
2020,8,8,18,87.06
2020,8,8,19,12.1
2020,8,8,20,0.0
2020,8,8,21,0.0
2020,8,8,22,0.0
2020,8,8,23,0.0
2020,8,9,0,0.0
2020,8,9,1,0.0
2020,8,9,2,0.0
2020,8,9,3,0.0
2020,8,9,4,0.0
2020,8,9,5,17.14
2020,8,9,6,132.07
2020,8,9,7,300.11
2020,8,9,8,478.42
2020,8,9,9,631.07
2020,8,9,10,748.07
2020,8,9,11,791.34
2020,8,9,12,821.34
2020,8,9,13,795.36
2020,8,9,14,715.34
2020,8,9,15,585.73
2020,8,9,16,440.74
2020,8,9,17,273.06
2020,8,9,18,114.91
2020,8,9,19,12.3
2020,8,9,20,0.0
2020,8,9,21,0.0
2020,8,9,22,0.0
2020,8,9,23,0.0
2020,8,10,0,0.0
2020,8,10,1,0.0
2020,8,10,2,0.0
2020,8,10,3,0.0
2020,8,10,4,0.0
2020,8,10,5,15.03
2020,8,10,6,117.74
2020,8,10,7,265.41
2020,8,10,8,433.5
2020,8,10,9,584.42
2020,8,10,10,689.02
2020,8,10,11,690.81
2020,8,10,12,669.08
2020,8,10,13,627.55
2020,8,10,14,413.95
2020,8,10,15,347.52
2020,8,10,16,282.63
2020,8,10,17,150.04
2020,8,10,18,65.48
2020,8,10,19,10.13
2020,8,10,20,0.0
2020,8,10,21,0.0
2020,8,10,22,0.0
2020,8,10,23,0.0
2020,8,11,0,0.0
2020,8,11,1,0.0
2020,8,11,2,0.0
2020,8,11,3,0.0
2020,8,11,4,0.0
2020,8,11,5,14.62
2020,8,11,6,130.07
2020,8,11,7,297.09
2020,8,11,8,473.3
2020,8,11,9,624.53
2020,8,11,10,714.77
2020,8,11,11,692.75
2020,8,11,12,749.45
2020,8,11,13,643.38
2020,8,11,14,524.04
2020,8,11,15,430.53
2020,8,11,16,289.28
2020,8,11,17,172.23
2020,8,11,18,63.87
2020,8,11,19,9.28
2020,8,11,20,0.0
2020,8,11,21,0.0
2020,8,11,22,0.0
2020,8,11,23,0.0
2020,8,12,0,0.0
2020,8,12,1,0.0
2020,8,12,2,0.0
2020,8,12,3,0.0
2020,8,12,4,0.0
2020,8,12,5,12.7
2020,8,12,6,104.59
2020,8,12,7,266.39
2020,8,12,8,444.8
2020,8,12,9,563.09
2020,8,12,10,608.73
2020,8,12,11,659.29
2020,8,12,12,599.9
2020,8,12,13,549.62
2020,8,12,14,450.38
2020,8,12,15,400.87
2020,8,12,16,308.07
2020,8,12,17,183.2
2020,8,12,18,74.02
2020,8,12,19,8.38
2020,8,12,20,0.0
2020,8,12,21,0.0
2020,8,12,22,0.0
2020,8,12,23,0.0
2020,8,13,0,0.0
2020,8,13,1,0.0
2020,8,13,2,0.0
2020,8,13,3,0.0
2020,8,13,4,0.0
2020,8,13,5,12.25
2020,8,13,6,109.78
2020,8,13,7,257.12
2020,8,13,8,419.04
2020,8,13,9,571.52
2020,8,13,10,687.3
2020,8,13,11,706.82
2020,8,13,12,796.53
2020,8,13,13,694.62
2020,8,13,14,669.69
